Case Number,Case Type,Address,Description,Case Group,Date Case Created,Last Inspection Date,Last Inspection Result,Status,Permit and Complaint Status URL,Latitude,Longitude,Location
1025428,CITATION,7419 48TH AVE NE,05/20/11 bg - Sign of business on the fence along the north side of the property. photo taken,ZONING,05/25/2011,06/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025428,47.68285,-122.276874,"(47.68285, -122.276874)"
1025427,HOUSING / ZONING,10711 55TH AVE S,5/19/11 KB inspected property and HBMC violations exist,HOUSING,05/24/2011,08/29/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025427,47.504429,-122.26519,"(47.504429, -122.26519)"
1025426,CITATION,2326 S ANGELINE ST,5/19/11 KB inspected property and Weeds violation exists,WEEDS AND VEGETATION,05/24/2011,07/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025426,47.560461,-122.303402,"(47.560461, -122.303402)"
1025425,HOUSING / ZONING,8418 RAINIER AVE S,5/19/11 KB inspected property and Land Use violation exists - junk LR3RC,ZONING,05/24/2011,07/21/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025425,47.527719,-122.269408,"(47.527719, -122.269408)"
1025424,CITATION,6611 38TH AVE S,5/5/11 KB inspected property and Land Use violation exists - junk,ZONING,05/24/2011,09/15/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025424,47.542816,-122.285242,"(47.542816, -122.285242)"
1025423,CITATION,3837 23RD AVE SW,outdoor junk storage,ZONING,05/24/2011,08/03/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025423,47.569058,-122.362487,"(47.569058, -122.362487)"
1025422,HOUSING / ZONING,4137 DELRIDGE WAY SW,LU duplex,ZONING,05/24/2011,05/23/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025422,47.565419,-122.363608,"(47.565419, -122.363608)"
1025421,CONSTRUCTION,2236 NW MARKET ST,CHANGE OF OCCUPANCY REQUIRES A PERMIT AND CERTIFICATE OF OCCUPANCY,BUILDING,05/24/2011,12/09/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025421,47.66884,-122.386417,"(47.66884, -122.386417)"
1025420,CITATION,8535 18TH AVE NW,zoning-,ZONING,05/24/2011,06/23/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025420,47.691755,-122.380271,"(47.691755, -122.380271)"
1025419,CONSTRUCTION,1403 31ST AVE,PERMIT REQUIRED TO REMODEL EXISTING DUPLEX,BUILDING,05/24/2011,07/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025419,47.613093,-122.292903,"(47.613093, -122.292903)"
1025418,CONSTRUCTION,11551 4TH AVE NW,BUILDING PERMIT NEEDED FOR BASEMENT REMODEL,BUILDING,05/24/2011,08/18/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025418,47.71384,-122.362523,"(47.71384, -122.362523)"
1025417,CITATION,512 NW 70TH ST,weeds- low hanging tree branches on NE corner obstruct visibility at intersection.,WEEDS AND VEGETATION,05/24/2011,07/22/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025417,47.679765,-122.363098,"(47.679765, -122.363098)"
1025416,CONSTRUCTION,8610 44TH AVE S,Addition requires permits & inspections if allowed (finaled Permit 6233248 allowed 34.5% lot coverage) OR permit & inspections to demolish addition built without permit.,BUILDING,05/24/2011,06/28/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025416,47.525745,-122.277803,"(47.525745, -122.277803)"
1025415,CITATION,6565 23RD AVE SW,over 3 small animals (pitbulls),ZONING,05/23/2011,06/14/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025415,47.543025,-122.362889,"(47.543025, -122.362889)"
1025414,VACANT BUILDING MONITORING,3210 S OTHELLO ST,Vacant Building violations observed.,VACANT BUILDING,05/23/2011,12/13/2012,FAILED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025414,47.537199,-122.290836,"(47.537199, -122.290836)"
1025413,HOUSING / ZONING,3228 16TH AVE S,Violations of Vacant Building Code observed.,VACANT BUILDING,05/23/2011,06/30/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025413,47.574194,-122.312167,"(47.574194, -122.312167)"
1025412,CITATION,6808 46TH AVE S,5/17/11 KB inspected property and land use violation exists - junk,ZONING,05/20/2011,08/25/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025412,47.541237,-122.275136,"(47.541237, -122.275136)"
1025411,TENANT RELOCATION ORDINANCE,6329 15TH AVE NE,Violation of the Tenant Relocation Assistance Ordinance.,,05/20/2011,,,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025411,47.675665,-122.312189,"(47.675665, -122.312189)"
1025410,TENANT RELOCATION ORDINANCE,811 NW 53RD ST,Application for a Tenant Relocation License. Total units: 4; total units occupied:4. Demolition                                                                                                                                                                                                                                                                    Violation of the Tenant Relocation Assistance Ordinance.,,05/20/2011,,,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025410,47.666978,-122.366879,"(47.666978, -122.366879)"
1025409,CITATION,4606 S GARDEN ST,5/17/11 KB inspected property and Land Use violation exists - junk,ZONING,05/20/2011,07/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025409,47.537784,-122.274942,"(47.537784, -122.274942)"
1025408,HOUSING / ZONING,85 PIKE ST,Violation of the Just Cause Eviction Notice due to landlord issuing a deficient ten (10) day notice to comply or vacate.,JUST CAUSE EVICTION,05/20/2011,06/16/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025408,47.608333,-122.340829,"(47.608333, -122.340829)"
1025407,HOUSING / ZONING,1527 BELMONT AVE,"Violation of the HBMC, including but not limited to, the rear gate system is broken, the egress window does not open properly, the rear fire door does not self close and there is a water leak into the front porch area.",HOUSING,05/20/2011,09/30/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025407,47.614932,-122.324805,"(47.614932, -122.324805)"
1025406,CITATION,9664 53RD AVE S,5/17/11 KB inspected and land use violation exists - inop,ZONING,05/20/2011,07/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025406,47.514962,-122.266281,"(47.514962, -122.266281)"
1025405,CITATION,2400 29TH AVE W,Vegetation at the corner is creating a dangerous situation for drivers.,WEEDS AND VEGETATION,05/20/2011,06/23/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025405,47.639756,-122.393747,"(47.639756, -122.393747)"
1025404,CONSTRUCTION,3439 42ND AVE W,PERMIT REQUIRED FOR ARBOR STRUCTURES IN REAR YARD,BUILDING,05/20/2011,05/20/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025404,47.651296,-122.410951,"(47.651296, -122.410951)"
1025403,CONSTRUCTION,901 OCCIDENTAL AVE S,Both lottery tickets & beer (with WSLCB license) are being sold at On the Field in retail space B. Permits required for copy change on signs.,SIGNS,05/19/2011,05/17/2011,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025403,47.594864,-122.333693,"(47.594864, -122.333693)"
1025402,CITATION,11224 BEACON AVE S,5/17/11 KB inspected property and Land Use violation exists - junk/inop,ZONING,05/19/2011,01/24/2012,PASSED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025402,47.499087,-122.264571,"(47.499087, -122.264571)"
1025401,HOUSING / ZONING,832 NE 120TH ST,Vacant Building Code violations observed.,VACANT BUILDING,05/19/2011,01/19/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025401,47.716052,-122.319307,"(47.716052, -122.319307)"
1025400,CONSTRUCTION,1715 E OLIVE WAY,STOP WORK POSTED--PERMITS NEEDED TENANT IMPROVEMENT,BUILDING,05/19/2011,03/21/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025400,47.619515,-122.322836,"(47.619515, -122.322836)"
1025399,HOUSING / ZONING,133 NE 60TH ST,Vacant Building Code Violations observed.,VACANT BUILDING,05/19/2011,04/05/2013,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025399,47.672083,-122.326823,"(47.672083, -122.326823)"
1025398,CONSTRUCTION,5652 37TH AVE SW,Removing trees & vegetation from a Steep Slope ECA requires approval from DPD. Owner notified to install jute fabric netting over slope & clean sidewalk & street with a power sweeper.,SITE,05/19/2011,03/07/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025398,47.550469,-122.378606,"(47.550469, -122.378606)"
1025397,CITATION,4722 S MEAD ST,5/6/11 KB inspected and Land Use violation exists - parking in yard (RV),ZONING,05/19/2011,07/21/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025397,47.550585,-122.273115,"(47.550585, -122.273115)"
1025396,CITATION,611 E HOWELL ST,zoning- junk storage,ZONING,05/18/2011,05/31/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025396,47.617573,-122.323922,"(47.617573, -122.323922)"
1025395,TENANT RELOCATION ORDINANCE,3412 NE 137TH ST,Application for a Tenant Relocation License. Total units:3; total units occupied:2. Demolition.                                                                                                                                                                                               Violation of the Tenant Relocation Assistance Ordinance for failure to apply for a Tenant Relocation License.,,05/18/2011,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025395,47.728471,-122.29124,"(47.728471, -122.29124)"
1025394,HOUSING / ZONING,7334 23RD AVE NE,"5/17/11 ej-Observed Housing code violations, such as but limited to, missing weather stripping, detriorated calking, disconnected dryer, missing door knobs and more than allowed 8 person not related in an single family dwelling.",HOUSING,05/18/2011,07/21/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025394,47.682265,-122.30263,"(47.682265, -122.30263)"
1025393,TENANT RELOCATION ORDINANCE,802 E THOMAS ST,"Application for a Tenant Relocation License. Total units:11, total units occupied:11. Demolition.                                                                                                                Violation of the Tenant Relocation Assistance Ordinance for failure to apply for a Tenant Relocation License.",,05/18/2011,,,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025393,47.621263,-122.321732,"(47.621263, -122.321732)"
1025392,CONSTRUCTION,9201 M L KING JR WAY S,The addition to an accessory structure (garage) originally built without a permit has been removed as of 6/16/11.,BUILDING,05/18/2011,06/16/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025392,47.520925,-122.280293,"(47.520925, -122.280293)"
1025391,TENANT RELOCATION ORDINANCE,3827 CARR PL N,Violation of the Tenant Relocation Assistance Ordinance for failure to apply for a Tenant Relocation License.,,05/18/2011,,,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025391,47.653537,-122.339502,"(47.653537, -122.339502)"
1025390,HOUSING / ZONING,5240 UNIVERSITY WAY NE,Violation of the Just Cause Eviction Ordinance due to owner issuing a deficient notice to terminate tenancy.,JUST CAUSE EVICTION,05/18/2011,05/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025390,47.667616,-122.312733,"(47.667616, -122.312733)"
1025389,HOUSING / ZONING,3025 S BRIGHTON ST,5/16/11 KB inspeted property and HBMC violations exist,HOUSING,05/18/2011,08/17/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025389,47.541169,-122.292123,"(47.541169, -122.292123)"
1025388,HOUSING / ZONING,5240 UNIVERSITY WAY NE,Violation of the Just Cause Eviction Ordinance due to owner issuing a deficient notice to terminate tenancy.,JUST CAUSE EVICTION,05/18/2011,05/18/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025388,47.667616,-122.312733,"(47.667616, -122.312733)"
1025387,HOUSING / ZONING,5415B BAKER AVE NW,Violation of the Just Cause Eviction Ordinance due to owner issuing a deficient notice to terminate tenancy.,JUST CAUSE EVICTION,05/18/2011,05/25/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025387,47.668351,-122.360534,"(47.668351, -122.360534)"
1025386,HOUSING / ZONING,3611 S RAYMOND ST,"5/17/11 KB inspected property and HBMC violations exist, Land Use violations exist",HOUSING,05/18/2011,01/08/2013,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025386,47.54761,-122.287174,"(47.54761, -122.287174)"
1025385,HOUSING / ZONING,6510 34TH AVE SW,Vacant Building Code violations observed,VACANT BUILDING,05/18/2011,06/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025385,47.544206,-122.374824,"(47.544206, -122.374824)"
1025384,TENANT RELOCATION ORDINANCE,2481 PERKINS LN W,Issuance of an Owner's Certification of Occupancy or No Displacement,,05/18/2011,,,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025384,47.640603,-122.414898,"(47.640603, -122.414898)"
1025383,CITATION,902 31ST AVE,Land Use Code Violation,ZONING,05/18/2011,05/25/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025383,47.610526,-122.292312,"(47.610526, -122.292312)"
1025382,HOUSING / ZONING,8610 44TH AVE S,"5/17/111 kb inspected property and multiple land use violations exist including parking in req yard, structure inside yard, and fence height.",ZONING,05/17/2011,07/01/2011,FAILED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025382,47.525745,-122.277803,"(47.525745, -122.277803)"
1025381,CITATION,2810 11TH AVE E,Land Use Code Violation,ZONING,05/17/2011,06/01/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025381,47.646025,-122.317989,"(47.646025, -122.317989)"
1025380,CONSTRUCTION,4800 26TH AVE SW,Permit 6284799 was issued 10/14/11 and received final approval 12/27/11 for work originally started without a permit and inspections from DPD.,SITE,05/17/2011,12/27/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025380,47.559102,-122.365278,"(47.559102, -122.365278)"
1025379,CONSTRUCTION,624 12TH AVE E,PERMITS ARE REQUIRED FOR REMODELING A TRIPLEX (ADDING A UNIT),BUILDING,05/17/2011,08/11/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025379,47.62502,-122.316455,"(47.62502, -122.316455)"
1025378,CITATION,209 N 90TH ST,"5/12/11 ej- Observed outdoor junk storage such as but not limited to inoperable vehicle, wood, auto parts, foam and other miscellaneous items.",ZONING,05/17/2011,10/06/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025378,47.694032,-122.356139,"(47.694032, -122.356139)"
1025377,CONSTRUCTION,5019 LATONA AVE NE,PERMIT NEEDED FOR SECOND STORY EXIT DOOR TO GARAGE ROOF DECK,BUILDING,05/17/2011,01/26/2012,FAILED,OPEN,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025377,47.665597,-122.326003,"(47.665597, -122.326003)"
1025376,CITATION,5206 DELRIDGE WAY SW,zoning-,ZONING,05/16/2011,07/08/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025376,47.554642,-122.362368,"(47.554642, -122.362368)"
1025375,HOUSING / ZONING,818 NW 62ND ST,Violation of the Just Cause Eviction Ordinance,JUST CAUSE EVICTION,05/16/2011,05/19/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025375,47.674031,-122.367087,"(47.674031, -122.367087)"
1025374,CITATION,2304 SW MYRTLE ST,"Home Occ + junk violations, sf zone",ZONING,05/16/2011,06/14/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025374,47.539281,-122.361877,"(47.539281, -122.361877)"
1025373,CONSTRUCTION,8611 16TH AVE SW,Small structure built without a permit has been removed (Permit 753612 finaled 2/10/09 enabled 35% lot coverage - no other structures currently allowed on this site).,BUILDING,05/16/2011,06/28/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025373,47.526157,-122.355365,"(47.526157, -122.355365)"
1025372,CITATION,10010 51ST AVE S,5/11/11 KB inspected propery and junk storage violation exists,ZONING,05/16/2011,07/28/2011,PASSED,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025372,47.5107,-122.269737,"(47.5107, -122.269737)"
1025371,TENANT RELOCATION ORDINANCE,8111 STONE AVE N,Issuance of Owner's Certification of Occupancy or No Displacement.,,05/13/2011,,,ADMINISTRATIVE CLOSURE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025371,47.688053,-122.342,"(47.688053, -122.342)"
1025370,HOUSING / ZONING,8519 23RD AVE NE,"5/6/11 ej - Observed housing code violation such as but not limited to, infestation of ants, leaking faucet, missing floor trim, dysfucntional smoke detector, missing weather trim around entry door and other miscellaneous items.",HOUSING,05/13/2011,08/15/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025370,47.690834,-122.304587,"(47.690834, -122.304587)"
1025369,HOUSING / ZONING,500 E UNION ST,Multiple housing violations including wall damage and guardrails that need infilled.,HOUSING,05/13/2011,07/06/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025369,47.613096,-122.325285,"(47.613096, -122.325285)"
1025368,HOUSING / ZONING,3736 RAINIER AVE S,operating a car wash/detailing w/o the correct permit.,ZONING,05/13/2011,07/06/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025368,47.570544,-122.291408,"(47.570544, -122.291408)"
1025367,HOUSING / ZONING,2800 M L KING JR WAY S,Operating a car wash/detailing buss. w/o the correct permit.,ZONING,05/13/2011,03/14/2012,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025367,47.578053,-122.295807,"(47.578053, -122.295807)"
1025366,HOUSING / ZONING,6045 3RD AVE NW,Violation of the Land Use & Zoning Code,ZONING,05/13/2011,12/30/2011,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025366,47.673702,-122.361092,"(47.673702, -122.361092)"
1025365,HOUSING / ZONING,10734 35TH AVE NE,"5/6/11 ej- Inspections shows housing code violations, such as but not limited to, open soffits and facsia, missing outlet cover, inoperable vent fan, missing down spout, loose light fixture in closet and other miscellaneous items.",HOUSING,05/13/2011,08/22/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025365,47.707516,-122.290449,"(47.707516, -122.290449)"
1025364,CONSTRUCTION,617 LEE ST,PERMIT IS REQUIRED FOR NEW CONSTRUCTION--STOP WORK POSTED,BUILDING,05/13/2011,06/04/2012,PASSED,ENFORCED COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025364,47.631276,-122.344134,"(47.631276, -122.344134)"
1025363,CONSTRUCTION,3405 S MCCLELLAN ST,Retaining wall is being lowered to less than 4' tall from the bottom of the footing to the top of the wall and will not require a permit from DPD.,BUILDING,05/13/2011,05/16/2011,PASSED,VOLUNTARY COMPLIANCE,http://web1.seattle.gov/dpd/PermitStatus/Project.aspx?id=1025363,47.578178,-122.289534,"(47.578178, -122.289534)"
